decision_id,patch_id,gate_name,gate_passed,gate_status,required_condition,observed_value,severity,blocking_reason,recommended_action
PBD_80e99fa1be44,REC_00299,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_27c05e3baa65,REC_00299,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_3a0eb95022ea,REC_00299,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8ba4c3f0810d,REC_00302,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00302,BLOCKING,,None
PBD_ca4e9f30ff90,REC_00302,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_60bcda52ff0a,REC_00302,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_41cd01f7d82b,REC_00302,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_0adf8e1dd4cd,REC_00302,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4ba5a193a3a3,REC_00302,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_40ebb26a9abc,REC_00302,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_14801441c79d,REC_00302,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_97359dd8fbb6,REC_00302,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_36f002d459b8,REC_00302,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_fb4fee187eb3,REC_00313,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00313,BLOCKING,,None
PBD_935661579afe,REC_00313,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9751367aeeb0,REC_00313,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_10e5025f696e,REC_00313,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_cb2bcc29d37f,REC_00313,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4823711017ac,REC_00313,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_1fced60b88c3,REC_00313,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_076d850d00fa,REC_00313,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_55381c89acc2,REC_00313,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_ee5c5317c930,REC_00313,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9aecfce8dd49,REC_00314,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00314,BLOCKING,,None
PBD_358ac6510661,REC_00314,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_cb9056e4e01d,REC_00314,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_dbcad760c375,REC_00314,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_bc428e62c7d6,REC_00314,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_212ae9f3907f,REC_00314,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_c37956170de9,REC_00314,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_532a7b76a909,REC_00314,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_f385e8379da8,REC_00314,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_158e628d9d60,REC_00314,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_ad868d8a010e,REC_00354,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00354,BLOCKING,,None
PBD_4525a03e5ba9,REC_00354,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_b7350730147c,REC_00354,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_a0ac87442de1,REC_00354,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_7b9ec65871d9,REC_00354,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_bebc82c67a94,REC_00354,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_ba9a048f16a3,REC_00354,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_38cc39e8710f,REC_00354,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_46392070fdb4,REC_00354,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_637bf369e2c9,REC_00354,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_07681127e688,REC_00355,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00355,BLOCKING,,None
PBD_fff21bdbd4cf,REC_00355,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_afca0b30d4bf,REC_00355,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_d599610a7a3e,REC_00355,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_f3dce7739dcf,REC_00355,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8d2a0ec4e345,REC_00355,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_eb0a10e570e9,REC_00355,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8fc24e4caa60,REC_00355,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_f12a7ba58aa2,REC_00355,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_4c4fa17339ee,REC_00355,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_f74ba04c4110,REC_00364,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00364,BLOCKING,,None
PBD_e0804f5c26e8,REC_00364,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9ffdbe0795b1,REC_00364,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_bc57df49d9d5,REC_00364,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_ab2972be7a51,REC_00364,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_0e2a91e279f8,REC_00364,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_967c86e15729,REC_00364,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_0ffce215a7c2,REC_00364,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_4b747d70a660,REC_00364,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_e5b7e4a1f904,REC_00364,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_6bc5072af5ea,REC_00388,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00388,BLOCKING,,None
PBD_9eed95000f95,REC_00388,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_24156b9d9736,REC_00388,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_8d14e6535bc0,REC_00388,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_3b817477f1c0,REC_00388,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_8817292dca8a,REC_00388,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_65f55f12eceb,REC_00388,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9521f0c3679a,REC_00388,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_deec2bc9e8a0,REC_00388,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_74b578e834a4,REC_00388,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_f46a0cfb3db6,REC_00458,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00458,BLOCKING,,None
PBD_1ff0a7148405,REC_00458,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_cb48f901eeea,REC_00458,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_272de183e0fe,REC_00458,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_731e31cb78a3,REC_00458,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4a8b95244da1,REC_00458,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_393da77f2a2c,REC_00458,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_cf5c840f42e3,REC_00458,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_fb1b8ce7167f,REC_00458,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_c8540a1522ee,REC_00458,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_4d19fbdca86c,REC_00460,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00460,BLOCKING,,None
PBD_8f4122f3af66,REC_00460,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_46237c4264ea,REC_00460,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_877cc3c3bd30,REC_00460,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_f4951b09f0d7,REC_00460,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_698e4efd0f1d,REC_00460,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_39d97a2a2eef,REC_00460,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_fe28477fd3a6,REC_00460,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_7dbb73b3e7a3,REC_00460,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_faa4625ee178,REC_00460,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_06b66f8bd1c0,REC_00481,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00481,BLOCKING,,None
PBD_be37cec9a121,REC_00481,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_ead00b266f08,REC_00481,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_425e72a83499,REC_00481,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_0c44aa12484d,REC_00481,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_0cd5e6d120eb,REC_00481,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_f815cd37d2f0,REC_00481,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_1f51a0eacb65,REC_00481,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_a4c17680d131,REC_00481,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_ed46058b3381,REC_00481,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_26c054a9a8b0,REC_00482,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00482,BLOCKING,,None
PBD_e8b5f18dc532,REC_00482,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_9310637d7538,REC_00482,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_d0493a4f5686,REC_00482,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_d88c8ceac90e,REC_00482,PATCH_BOUNDARY_GATE_05_BOUNDARY_METHOD_ALLOWED,false,FAIL,a build method is available/allowed,NONE,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_710f3b29cf3b,REC_00482,PATCH_BOUNDARY_GATE_06_GEOMETRY_VALID,false,FAIL,geometry parses to a valid polygon,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_85e6f635a84b,REC_00482,PATCH_BOUNDARY_GATE_07_AREA_COMPUTABLE,false,FAIL,polygon area computable,false,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_e1bb93556ad1,REC_00482,PATCH_BOUNDARY_GATE_08_NOT_BUILT_FROM_UNVERIFIED_DEFAULT,true,PASS,boundary not fabricated from an unverified default size,not_default,GUARDRAIL,,None
PBD_ddafc8ec7eeb,REC_00482,PATCH_BOUNDARY_GATE_09_NO_EVENT_LABEL_CREATED,true,PASS,no event label / ground truth created,no_label_created,GUARDRAIL,,None
PBD_3265141d51c2,REC_00482,PATCH_BOUNDARY_GATE_10_READY_FOR_V2AU_OVERLAY,false,PENDING,patch boundary ready for v2au overlay,false,INFO,,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_982c8a76d97a,REC_00483,PATCH_BOUNDARY_GATE_01_PATCH_ID_EXISTS,true,PASS,typed patch_id present,REC_00483,BLOCKING,,None
PBD_992e424694d9,REC_00483,PATCH_BOUNDARY_GATE_02_SOURCE_METADATA_FOUND,false,FAIL,spatial source metadata found,none,BLOCKING,NO_SPATIAL_METADATA_FOUND,Acquire/digitize patch boundary geometry (bbox/WKT/GeoJSON) with CRS
PBD_324a0a2a64de,REC_00483,PATCH_BOUNDARY_GATE_03_CRS_EXISTS,false,FAIL,CRS present,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
PBD_f4cfacbcee7c,REC_00483,PATCH_BOUNDARY_GATE_04_CRS_ACCEPTED,false,FAIL,CRS in accepted list,UNKNOWN,BLOCKING,NO_SPATIAL_METADATA_FOUND,Resolve the patch CRS to an accepted EPSG code
